"tensor(-0.2929, grad_fn=<NegBackward>)","tensor(0.0507, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3716, grad_fn=<NegBackward>)","tensor(0.0110, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3496, grad_fn=<NegBackward>)","tensor(0.0106, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3594, grad_fn=<NegBackward>)","tensor(0.0140, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3795, grad_fn=<NegBackward>)","tensor(0.0099, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4031, grad_fn=<NegBackward>)","tensor(0.0148, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3826, grad_fn=<NegBackward>)","tensor(0.0145, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3755, grad_fn=<NegBackward>)","tensor(0.0215, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3950, grad_fn=<NegBackward>)","tensor(0.0241, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3662, grad_fn=<NegBackward>)","tensor(0.0185, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3859, grad_fn=<NegBackward>)","tensor(0.0143, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3926, grad_fn=<NegBackward>)","tensor(0.0193, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4095, grad_fn=<NegBackward>)","tensor(0.0231, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3669, grad_fn=<NegBackward>)","tensor(0.0316, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3868, grad_fn=<NegBackward>)","tensor(0.0123, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3903, grad_fn=<NegBackward>)","tensor(0.0197, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3670, grad_fn=<NegBackward>)","tensor(0.0154, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3865, grad_fn=<NegBackward>)","tensor(0.0276, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3600, grad_fn=<NegBackward>)","tensor(0.0112, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3511, grad_fn=<NegBackward>)","tensor(0.0146, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3897, grad_fn=<NegBackward>)","tensor(0.0288, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4044, grad_fn=<NegBackward>)","tensor(0.0315, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3759, grad_fn=<NegBackward>)","tensor(0.0216, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3446, grad_fn=<NegBackward>)","tensor(0.0153, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3964, grad_fn=<NegBackward>)","tensor(0.0097, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3677, grad_fn=<NegBackward>)","tensor(0.0130, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3838, grad_fn=<NegBackward>)","tensor(0.0109, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3864, grad_fn=<NegBackward>)","tensor(0.0105, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3592, grad_fn=<NegBackward>)","tensor(0.0158, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3602, grad_fn=<NegBackward>)","tensor(0.0277, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3616, grad_fn=<NegBackward>)","tensor(0.0110, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3765, grad_fn=<NegBackward>)","tensor(0.0106, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3737, grad_fn=<NegBackward>)","tensor(0.0114, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3571, grad_fn=<NegBackward>)","tensor(0.0272, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3675, grad_fn=<NegBackward>)","tensor(0.0123, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3630, grad_fn=<NegBackward>)","tensor(0.0129, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3981, grad_fn=<NegBackward>)","tensor(0.0110, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3853, grad_fn=<NegBackward>)","tensor(0.0110, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3981, grad_fn=<NegBackward>)","tensor(0.0168, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3647, grad_fn=<NegBackward>)","tensor(0.0156, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3901, grad_fn=<NegBackward>)","tensor(0.0115, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3784, grad_fn=<NegBackward>)","tensor(0.0070, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3793, grad_fn=<NegBackward>)","tensor(0.0199, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3697, grad_fn=<NegBackward>)","tensor(0.0116, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4082, grad_fn=<NegBackward>)","tensor(0.0091, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3673, grad_fn=<NegBackward>)","tensor(0.0332, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3925, grad_fn=<NegBackward>)","tensor(0.0190, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3778, grad_fn=<NegBackward>)","tensor(0.0289, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3606, grad_fn=<NegBackward>)","tensor(0.0295, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3786, grad_fn=<NegBackward>)","tensor(0.0151, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3791, grad_fn=<NegBackward>)","tensor(0.0186, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3686, grad_fn=<NegBackward>)","tensor(0.0164, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3902, grad_fn=<NegBackward>)","tensor(0.0114, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4066, grad_fn=<NegBackward>)","tensor(0.0153, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3922, grad_fn=<NegBackward>)","tensor(0.0110, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3611, grad_fn=<NegBackward>)","tensor(0.0222, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3728, grad_fn=<NegBackward>)","tensor(0.0262, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3611, grad_fn=<NegBackward>)","tensor(0.0212, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3826, grad_fn=<NegBackward>)","tensor(0.0169, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3740, grad_fn=<NegBackward>)","tensor(0.0192, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3806, grad_fn=<NegBackward>)","tensor(0.0085, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4136, grad_fn=<NegBackward>)","tensor(0.0187, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4145, grad_fn=<NegBackward>)","tensor(0.0149, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3738, grad_fn=<NegBackward>)","tensor(0.0121, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4004, grad_fn=<NegBackward>)","tensor(0.0153, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4027, grad_fn=<NegBackward>)","tensor(0.0224, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3765, grad_fn=<NegBackward>)","tensor(0.0159, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3946, grad_fn=<NegBackward>)","tensor(0.0328, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4030, grad_fn=<NegBackward>)","tensor(0.0114, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3735, grad_fn=<NegBackward>)","tensor(0.0250, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3902, grad_fn=<NegBackward>)","tensor(0.0174, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3812, grad_fn=<NegBackward>)","tensor(0.0201, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3917, grad_fn=<NegBackward>)","tensor(0.0164, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4052, grad_fn=<NegBackward>)","tensor(0.0172, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3980, grad_fn=<NegBackward>)","tensor(0.0162, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4133, grad_fn=<NegBackward>)","tensor(0.0271, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3896, grad_fn=<NegBackward>)","tensor(0.0336, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4045, grad_fn=<NegBackward>)","tensor(0.0166, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4058, grad_fn=<NegBackward>)","tensor(0.0146, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3743, grad_fn=<NegBackward>)","tensor(0.0145, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4316, grad_fn=<NegBackward>)","tensor(0.0192, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3931, grad_fn=<NegBackward>)","tensor(0.0338, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3819, grad_fn=<NegBackward>)","tensor(0.0174, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3853, grad_fn=<NegBackward>)","tensor(0.0183, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3847, grad_fn=<NegBackward>)","tensor(0.0224, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3931, grad_fn=<NegBackward>)","tensor(0.0208, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4166, grad_fn=<NegBackward>)","tensor(0.0119, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3872, grad_fn=<NegBackward>)","tensor(0.0212, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4191, grad_fn=<NegBackward>)","tensor(0.0110, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4157, grad_fn=<NegBackward>)","tensor(0.0166, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3780, grad_fn=<NegBackward>)","tensor(0.0114, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4222, grad_fn=<NegBackward>)","tensor(0.0248, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4117, grad_fn=<NegBackward>)","tensor(0.0122, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3932, grad_fn=<NegBackward>)","tensor(0.0241, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4066, grad_fn=<NegBackward>)","tensor(0.0283, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3956, grad_fn=<NegBackward>)","tensor(0.0246, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3875, grad_fn=<NegBackward>)","tensor(0.0210, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3888, grad_fn=<NegBackward>)","tensor(0.0159, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3958, grad_fn=<NegBackward>)","tensor(0.0102, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4069, grad_fn=<NegBackward>)","tensor(0.0140, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4057, grad_fn=<NegBackward>)","tensor(0.0084, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4025, grad_fn=<NegBackward>)","tensor(0.0144, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4144, grad_fn=<NegBackward>)","tensor(0.0103, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4200, grad_fn=<NegBackward>)","tensor(0.0157, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3812, grad_fn=<NegBackward>)","tensor(0.0131, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4007, grad_fn=<NegBackward>)","tensor(0.0236, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4429, grad_fn=<NegBackward>)","tensor(0.0188, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3769, grad_fn=<NegBackward>)","tensor(0.0233, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4229, grad_fn=<NegBackward>)","tensor(0.0147, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4312, grad_fn=<NegBackward>)","tensor(0.0121, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3802, grad_fn=<NegBackward>)","tensor(0.0141, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4058, grad_fn=<NegBackward>)","tensor(0.0108, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3931, grad_fn=<NegBackward>)","tensor(0.0120, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3943, grad_fn=<NegBackward>)","tensor(0.0092, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4296, grad_fn=<NegBackward>)","tensor(0.0098, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3850, grad_fn=<NegBackward>)","tensor(0.0174, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3652, grad_fn=<NegBackward>)","tensor(0.0192, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3966, grad_fn=<NegBackward>)","tensor(0.0113, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4249, grad_fn=<NegBackward>)","tensor(0.0092, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4300, grad_fn=<NegBackward>)","tensor(0.0094, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4020, grad_fn=<NegBackward>)","tensor(0.0102, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4144, grad_fn=<NegBackward>)","tensor(0.0186, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4015, grad_fn=<NegBackward>)","tensor(0.0199, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4167, grad_fn=<NegBackward>)","tensor(0.0216, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4076, grad_fn=<NegBackward>)","tensor(0.0162, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3876, grad_fn=<NegBackward>)","tensor(0.0081, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3999, grad_fn=<NegBackward>)","tensor(0.0077, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4431, grad_fn=<NegBackward>)","tensor(0.0264, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3872, grad_fn=<NegBackward>)","tensor(0.0156, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4061, grad_fn=<NegBackward>)","tensor(0.0094, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4402, grad_fn=<NegBackward>)","tensor(0.0162, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3738, grad_fn=<NegBackward>)","tensor(0.0172, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4154, grad_fn=<NegBackward>)","tensor(0.0177, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4009, grad_fn=<NegBackward>)","tensor(0.0099, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4434, grad_fn=<NegBackward>)","tensor(0.0204, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4022, grad_fn=<NegBackward>)","tensor(0.0089, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3870, grad_fn=<NegBackward>)","tensor(0.0125, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4200, grad_fn=<NegBackward>)","tensor(0.0144, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3837, grad_fn=<NegBackward>)","tensor(0.0121, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3868, grad_fn=<NegBackward>)","tensor(0.0094, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3896, grad_fn=<NegBackward>)","tensor(0.0120, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4387, grad_fn=<NegBackward>)","tensor(0.0183, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4100, grad_fn=<NegBackward>)","tensor(0.0342, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4223, grad_fn=<NegBackward>)","tensor(0.0090, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4018, grad_fn=<NegBackward>)","tensor(0.0117, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3991, grad_fn=<NegBackward>)","tensor(0.0209, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3840, grad_fn=<NegBackward>)","tensor(0.0099, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4034, grad_fn=<NegBackward>)","tensor(0.0090, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3963, grad_fn=<NegBackward>)","tensor(0.0137, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4083, grad_fn=<NegBackward>)","tensor(0.0121, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4290, grad_fn=<NegBackward>)","tensor(0.0100, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4051, grad_fn=<NegBackward>)","tensor(0.0108, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4183, grad_fn=<NegBackward>)","tensor(0.0225, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4104, grad_fn=<NegBackward>)","tensor(0.0185, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4098, grad_fn=<NegBackward>)","tensor(0.0169, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3935, grad_fn=<NegBackward>)","tensor(0.0176, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4250, grad_fn=<NegBackward>)","tensor(0.0094, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3879, grad_fn=<NegBackward>)","tensor(0.0102, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4312, grad_fn=<NegBackward>)","tensor(0.0103, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4000, grad_fn=<NegBackward>)","tensor(0.0135, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4241, grad_fn=<NegBackward>)","tensor(0.0197, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3897, grad_fn=<NegBackward>)","tensor(0.0154, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4159, grad_fn=<NegBackward>)","tensor(0.0239, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3807, grad_fn=<NegBackward>)","tensor(0.0129, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4283, grad_fn=<NegBackward>)","tensor(0.0110, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4067, grad_fn=<NegBackward>)","tensor(0.0069, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3903, grad_fn=<NegBackward>)","tensor(0.0090, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4320, grad_fn=<NegBackward>)","tensor(0.0155, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3752, grad_fn=<NegBackward>)","tensor(0.0127, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4078, grad_fn=<NegBackward>)","tensor(0.0257, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4116, grad_fn=<NegBackward>)","tensor(0.0239, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4067, grad_fn=<NegBackward>)","tensor(0.0134, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4129, grad_fn=<NegBackward>)","tensor(0.0229, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.3984, grad_fn=<NegBackward>)","tensor(0.0174, grad_fn=<SmoothL1LossBackward>)"
"tensor(-0.4140, grad_fn=<NegBackward>)","tensor(0.0150, grad_fn=<SmoothL1LossBackward>)"
